6.0, 5°,11°,10°,11°,5°,1°,1°,12°,8°,8°,9°,12°,10°,10°,10°,15°,11°,11°,10°,8°,7°,00:01:27:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:53:49:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:55:59:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:58:09:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:00:19:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:02:29:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:04:39:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:06:49:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:08:59:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:11:10:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:13:21:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:15:31:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:17:41:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:19:51:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:22:02:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:24:12:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:26:22:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:28:32:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:30:43:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:32:53:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:35:03:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:37:13:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:39:23:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:41:33:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:43:43:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:45:53:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:48:03:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:50:14:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:52:24:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:54:34:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:56:44:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,19:58:54:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:01:04:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:03:15:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:05:25:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:07:35:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:09:46:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:11:56:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:14:06:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:16:16:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:18:27:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:20:37:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:22:47:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:24:57:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:27:08:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:29:18:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:31:28:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:33:38:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:35:49:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:37:59:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:40:09:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:42:19:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:44:29:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:46:41:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:48:51:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:51:01:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:53:11:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:55:21:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:57:32:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,20:59:42:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:01:52:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:04:02:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:06:13:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:08:23:30:10:20
7.937, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:10:33:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:12:43:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:14:54:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:17:04:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:19:14:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:21:24:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:23:34:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:25:45:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:27:55:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:30:05:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:32:15:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:34:26:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:36:36:30:10:20
8.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:38:46:30:10:20
8.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:40:56:30:10:20
8.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:43:06:30:10:20
8.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:45:17:30:10:20
8.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:47:26:30:10:20
8.125, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:49:37:30:10:20
8.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:51:47:30:10:20
8.125, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:53:57:30:10:20
8.125, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:56:08:30:10:20
8.125, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,21:58:18:30:10:20
8.187, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:00:28:30:10:20
8.187, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:02:38:30:10:20
8.25, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:04:48:30:10:20
8.25, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:06:58:30:10:20
8.25, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:09:09:30:10:20
8.312, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:11:19:30:10:20
8.312, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:13:32:30:10:20
8.312, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:15:42:30:10:20
8.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:17:52:30:10:20
8.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:20:02:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:22:13:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:24:23:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:26:33:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:28:43:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:30:54:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:33:04:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:35:14:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:37:24:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:39:35:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:41:45:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:43:55:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:46:05:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:48:15:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:50:26:30:10:20
8.5, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:52:36:30:10:20
8.437, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:54:46:30:10:20
8.5, 9°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,22:56:56:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,22:59:07:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:01:17:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:03:27:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:05:37:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:07:48:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:09:58:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:12:08:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:14:18:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:16:28:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:18:38:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:20:49:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:22:59:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:25:09:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:27:20:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:29:30:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:31:40:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:33:50:30:10:20
8.5, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:36:01:30:10:20
8.562, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:38:11:30:10:20
8.625, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:40:21:30:10:20
8.625, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:42:31:30:10:20
8.625, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:44:42:30:10:20
8.625, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:46:52:30:10:20
8.625, 9°,10°,11°,11°,4°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,23:49:02:30:10:20
8.625, 9°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,5°,2°,8°,4°,23:51:12:30:10:20
8.625, 9°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,5°,2°,8°,4°,23:53:22:30:10:20
8.687, 9°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,5°,2°,8°,4°,23:55:33:30:10:20
8.687, 9°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,5°,2°,8°,4°,23:57:42:30:10:20
8.687, 9°,1°,1°,11°,8°,8°,9°,13°,10°,8°,8°,16°,11°,9°,10°,9°,7°,5°,2°,8°,4°,23:59:52:30:10:20
